epoch,learning_rate,total_loss,supervised_loss,ssl_loss,test_accuracy,is_best,threshold_used
72,0.028532009390523052,0.20711013139822546,0.07965521267655058,0.12745491854655436,89.2,False,0.95
73,0.028491078773495576,0.21408002231365594,0.08714696847332212,0.1269330544731556,89.54,False,0.95
74,0.02844961555177855,0.19309225525611487,0.06931383478749767,0.12377842031737678,90.3,True,0.95
75,0.028407621362268966,0.18832251913527137,0.06031209706233289,0.12801042262815002,89.34,False,0.95
76,0.028365097862825525,0.18796507033527407,0.0600120134683501,0.12795305704204446,90.11,False,0.95
77,0.028322046732203177,0.1759853008338529,0.04950446887817393,0.12648083212283942,90.01,False,0.95
78,0.028278469669986837,0.18523129113973716,0.054981984747334935,0.13024930560436004,89.46,False,0.95
79,0.02823436839652431,0.21382351563527033,0.08421856540247288,0.1296049508974593,89.15,False,0.95
80,0.02818974465285835,0.24306065022435963,0.10962315956847025,0.13343749093449014,88.44,False,0.95
81,0.028144600200657958,0.2234276083544788,0.09338908299055491,0.1300385254315841,89.17,False,0.95
82,0.028098936822148805,0.23109370883968142,0.10121168187445301,0.12988202611350605,89.62,False,0.95
83,0.028052756320042886,0.21374901855348521,0.08921732521878603,0.12453169210089578,89.31,False,0.95
84,0.02800606051746735,0.2123009888534872,0.07957168554680215,0.13272930458824858,88.77,False,0.95
85,0.027958851257892527,0.20336298128733268,0.07753219932285893,0.12583078157443267,88.5,False,0.95
86,0.027911130405059156,0.20542932104351175,0.08086644015155542,0.12456288080439608,89.54,False,0.95
87,0.027862899842904784,0.18288136961368415,0.05957029052237924,0.12331107927438541,89.71,False,0.95
88,0.027814161475489426,0.2089151550307233,0.07895473400369668,0.12996042080414602,89.06,False,0.95
89,0.02776491722692038,0.20277951275691009,0.07612793174628009,0.12665158077182934,89.7,False,0.95
90,0.027715169041276248,0.18904987232297912,0.06504025731761104,0.12400961559042971,89.63,False,0.95
91,0.027664918882530223,0.17903779345190424,0.057402663549774476,0.12163513026431076,90.16,False,0.95
92,0.027614168734472533,0.19213136432007846,0.06618904788047075,0.12594231568340564,89.65,False,0.95
93,0.02756292060063212,0.18476230345475367,0.06128097667844377,0.12348132644198899,90.61,True,0.95
94,0.027511176504197564,0.1916949097544719,0.06503648131003237,0.12665842951108247,89.09,False,0.95
95,0.027458938487937186,0.20294744451331276,0.08039340048901036,0.1225540443108632,89.62,False,0.95
96,0.027406208614118424,0.20437021935597444,0.07990989317862779,0.12446032719224946,88.87,False,0.95
97,0.02735298896442641,0.20042549226528558,0.07363335161398236,0.12679214049608278,89.61,False,0.95
98,0.027299281639881785,0.23614614686140648,0.10682046893410958,0.12932567884269944,88.82,False,0.95
99,0.02724508876075776,0.20186640927170077,0.08025257946111453,0.12161383020062731,89.91,False,0.95
100,0.027190412466496405,0.21538461228975883,0.08092077342299824,0.13446383885084054,88.47,False,0.95
101,0.027135254915624206,0.21653103930318457,0.09213325510231349,0.12439778364366955,89.8,False,0.95
102,0.02707961828566682,0.19551249695384604,0.06795769657653111,0.12755480064795569,89.65,False,0.95
103,0.02702350477306314,0.1753814111535366,0.05447824082822881,0.12090317038898794,89.95,False,0.95
104,0.026966916593078556,0.19213593700247952,0.06900831058812447,0.1231276261755544,89.57,False,0.95
105,0.02690985597971752,0.20507342030859402,0.07827915727264351,0.12679426257426923,89.35,False,0.95
106,0.026852325185635344,0.1782614431447453,0.05301614314652024,0.1252452990310824,90.72,True,0.95
107,0.026794326482049272,0.20211514811485243,0.07609601088791576,0.12601913715529645,89.77,False,0.95
108,0.026735862158648812,0.1745634592241711,0.054652193847757116,0.11991126478737237,89.96,False,0.95
109,0.026676934523505346,0.1895281869249466,0.06470334259633961,0.12482484436442709,90.07,False,0.95
110,0.026617545902981002,0.1712217573554088,0.05172253249045939,0.11949922539230086,90.57,False,0.95
111,0.026557698641636828,0.1764328053109666,0.052748166263485566,0.12368463893604074,90.77,True,0.95
112,0.02649739510214024,0.15950828376743528,0.04065168352447387,0.11885660084394309,90.54,False,0.95
113,0.026436637665171712,0.18325360068398663,0.057214615520280905,0.12603898492888507,89.13,False,0.95
114,0.02637542872933082,0.1916515279529441,0.07080456621658343,0.12084696161696035,90.44,False,0.95
115,0.026313770711041552,0.18131441234523415,0.05808825599841583,0.12322615634681833,89.74,False,0.95
116,0.026251666044456886,0.19045702737366033,0.07040722763691193,0.1200497997367484,90.05,False,0.95
117,0.026189117181362725,0.18324866578874424,0.06337008773325345,0.11987857803957075,89.98,False,0.95
118,0.02612612659108108,0.17438739550928783,0.05133305902346077,0.12305433592862552,90.44,False,0.95
119,0.026062696760372598,0.20185854801764855,0.07807996991671558,0.12377857754373142,90.46,False,0.95
120,0.02599883019333839,0.1920119224705248,0.065061303273512,0.12695061912139258,90.27,False,0.95
121,0.025934529411321162,0.20498781657626486,0.08550340193522792,0.11948441548479928,89.91,False,0.95
122,0.02586979695280569,0.18876516360502976,0.06763029702278411,0.12113486707974704,90.06,False,0.95
123,0.02580463537331859,0.18847899266287813,0.06151349997768799,0.12696549219962877,90.2,False,0.95
124,0.025739047245327457,0.19761790443434674,0.07004629575416572,0.1275716084573004,89.3,False,0.95
125,0.025673035158139273,0.1896001582599094,0.06614494997944333,0.12345520814514568,89.85,False,0.95
126,0.0256066017177982,0.18034048333891436,0.05791092354756517,0.1224295600102498,89.64,False,0.95
127,0.025539749546982727,0.21453743759128782,0.0878256782093364,0.12671175936603138,88.46,False,0.95
128,0.02547248128490208,0.19842299513327769,0.07658050535644731,0.12184248953802973,89.58,False,0.95
129,0.02540479958719206,0.1819505102486692,0.06525456122894827,0.11669594826351883,90.53,False,0.95
130,0.025336707125810213,0.18296003373514894,0.060016178641404606,0.12294385518528457,90.53,False,0.95
131,0.025268206588930316,0.17386338891636613,0.05100443520439932,0.12285895339953594,90.97,True,0.95
132,0.02519930068083627,0.19626907768667254,0.07069053605963023,0.12557854210464364,88.01,False,0.95
133,0.02512999212181535,0.20864343305683544,0.08383132323909265,0.12481211036698431,88.79,False,0.95
134,0.025060283648050786,0.19484170558106187,0.07278017234057188,0.12206153425141278,88.76,False,0.95
135,0.024990178011513757,0.18046190965379405,0.06249846719826261,0.11796344281771244,89.55,False,0.95
136,0.02491967797985476,0.19409937780891728,0.07421790563668577,0.11988147214437142,90.96,False,0.95
137,0.02484878633629433,0.1741335241076274,0.049329371637322456,0.12480415193698345,90.2,False,0.95
138,0.024777505879513165,0.194745742294014,0.0692366675959311,0.12550907518364426,90.46,False,0.95
139,0.02470583942354165,0.1666763624192303,0.05096494988339324,0.11571141230499643,90.92,False,0.95
140,0.02463378979764875,0.16098660160588402,0.04531409288557549,0.11567250868448845,90.08,False,0.95
141,0.02456135984623033,0.19454875983234143,0.07233309318335393,0.12221566568582486,90.32,False,0.95
142,0.024488552428696853,0.16157691709251484,0.045432671956304044,0.1161442453153113,90.67,False,0.95
143,0.024415370419360493,0.17897182639338013,0.06142108130435913,0.11755074516066119,89.79,False,0.95
144,0.024341816707321676,0.1922489435881631,0.07558842000161481,0.11666052406414962,89.99,False,0.95
145,0.024267894196355003,0.18880370698678187,0.07218853181673802,0.11661517543670459,89.95,False,0.95
146,0.02419360580479464,0.16327900369452614,0.04693275359339821,0.11634624978670707,88.63,False,0.95
147,0.024118954465419073,0.18479693489961135,0.06959818989340948,0.11519874568678375,90.77,False,0.95
148,0.024043943125335362,0.15508407621811598,0.03986001877973859,0.11522405721947677,91.1,True,0.95
149,0.023968574745862774,0.16349275104510477,0.04452832873003223,0.11896442166633076,91.39,True,0.95
150,0.02389285230241588,0.1487410653095979,0.03327497647892143,0.11546608882072644,90.85,False,0.95
151,0.023816778784387087,0.15825128338785252,0.04439473046292352,0.1138565528851289,90.53,False,0.95
152,0.023740357195028632,0.1495895937212512,0.03736445822745052,0.11222513478535873,91.12,False,0.95
153,0.023663590551334,0.1562868224249946,0.043045254854055554,0.11324156782565972,90.64,False,0.95
154,0.02358648188391885,0.13867305289221626,0.02705969762168506,0.11161335484467001,91.15,False,0.95
155,0.023509034236901337,0.14141071734265384,0.027998457298590206,0.11341225979929297,91.33,False,0.95
156,0.023431250667781945,0.13355562753147548,0.023536982217755836,0.11001864502317885,91.2,False,0.95
157,0.023353134247322806,0.13582075673800248,0.024060803811806135,0.11175995339185764,91.4,True,0.95
158,0.02327468805942644,0.13484837853500986,0.023706453814545374,0.11114192499309523,91.57,True,0.95
159,0.023195915201014022,0.14043680495686,0.02825076026746478,0.11218604464561512,91.35,False,0.95
160,0.023116818781903123,0.16006104316976336,0.044486145480957806,0.11557489780024585,90.48,False,0.95
161,0.023037401924684935,0.2349132288597588,0.11165321704286796,0.1232600113711296,88.09,False,0.95
162,0.022957667764600998,0.23031541475882897,0.11592577636623994,0.11438963734186612,88.72,False,0.95
163,0.022877619449419424,0.2121945762863526,0.09745283222271718,0.11474174273829175,89.84,False,0.95
164,0.02279726013931063,0.18874084382739842,0.07421856404592593,0.11452227875462964,89.55,False,0.95
165,0.022716593006722588,0.2037231223578127,0.08620773859990713,0.11751538470514819,87.88,False,0.95
166,0.02263562123625556,0.19157680366029087,0.07843197602778673,0.11314482604845977,89.26,False,0.95
167,0.0225543480245364,0.20183420079386133,0.07906234148157458,0.12277185961476758,89.45,False,0.95
168,0.022472776580092352,0.18732547798217872,0.06854704956118113,0.11877842903391927,89.8,False,0.95
169,0.022390910123224365,0.18284272765501952,0.06548214121124683,0.11736058660297312,89.78,False,0.95
170,0.022308751885879975,0.15610972384357044,0.04076390420126482,0.11534581995672649,90.79,False,0.95
171,0.022226305111525718,0.16068300623924303,0.04552823407814289,0.1151547718506593,89.92,False,0.95
172,0.022143573055019076,0.15029362194303775,0.03396597314769259,0.11632764880728517,91.05,False,0.95
173,0.022060558982479977,0.14515337156943786,0.030902504928919494,0.11425086620271716,90.45,False,0.95
174,0.021977266171161865,0.15104676413739848,0.03444194563855536,0.11660481900231451,90.32,False,0.95
175,0.02189369790932231,0.16295880779751346,0.04919831268489361,0.11376049516037998,90.62,False,0.95
176,0.02180985749609319,0.1721511812418954,0.05343416549313145,0.1187170158721443,91.01,False,0.95
177,0.021725748241350477,0.17541294850600073,0.058734849895326756,0.11667809750025089,89.77,False,0.95
178,0.02164137346558351,0.16270326007889885,0.04945579187100769,0.11324746823973125,90.85,False,0.95
179,0.02155673649976398,0.15603222532404792,0.042944302193374716,0.11308792284411243,90.42,False,0.95
180,0.021471840685214374,0.17600827778761202,0.06205948737935505,0.11394879018139635,89.89,False,0.95
181,0.021386689373476077,0.16228316202122942,0.0471856123329992,0.11509754941758947,89.35,False,0.95
182,0.02130128592617708,0.16854656398551077,0.05170444413844464,0.11684211999432653,90.29,False,0.95
183,0.02121563371489925,0.1537667878417887,0.04334071677767186,0.11042607040741505,91.04,False,0.95
184,0.021129736121045222,0.14004605897089356,0.033323532555443354,0.10672252634779,91.15,False,0.95
185,0.021043596535704926,0.14675780767813706,0.034077384998687565,0.11268042218990815,90.79,False,0.95
186,0.020957218359521697,0.13586871809939033,0.026318581209669255,0.10955013672256061,91.95,True,0.95
187,0.020870605002558024,0.1447493456877195,0.03346624573031998,0.11128310005888979,91.55,False,0.95
188,0.02078375988416093,0.13203511049604824,0.025684866807463333,0.10635024328262378,91.65,False,0.95
189,0.020696686432827002,0.13380585298833683,0.025565583089716796,0.1082402699523502,91.08,False,0.95
190,0.02060938808606699,0.13514476645196605,0.024729177757747408,0.1104155889688394,91.37,False,0.95
191,0.020521868290270154,0.13482823732317004,0.02426487064331324,0.11056336601320495,90.98,False,0.95
192,0.020434130500568172,0.16350145873605695,0.05223337289057354,0.11126808561066277,90.92,False,0.95
193,0.020346178180698744,0.1434256652226815,0.033298916161522016,0.11012674912682965,91.16,False,0.95
194,0.02025801480286887,0.18225607072186267,0.06699438070735106,0.1152616902294322,89.87,False,0.95
195,0.020169643847617744,0.209145496161575,0.08611051528117596,0.12303498062567833,89.42,False,0.95
196,0.02008106880367936,0.2123477614970289,0.09213452392982112,0.12021323751944762,89.81,False,0.95
197,0.019992293167844788,0.19268869780577147,0.08064981210085316,0.1120388857447184,90.05,False,0.95
198,0.01990332044482413,0.21005942481450546,0.09436177455175382,0.11569765044583215,89.68,False,0.95
199,0.01981415414710813,0.18355100805688107,0.07031114869074434,0.11323985884077528,90.4,False,0.95
200,0.019724797794829562,0.16213166248849314,0.048832273628148765,0.11329938901158479,91.37,False,0.95
201,0.019635254915624203,0.1746979325245588,0.06014795633009038,0.11454997593775773,90.3,False,0.95
202,0.019545529044491604,0.17025195450609565,0.05861073833070377,0.11164121680025361,90.54,False,0.95
203,0.019455623723655516,0.16165383204690412,0.045535920975873105,0.11611791127003156,90.74,False,0.95
204,0.01936554250242407,0.1428356489055177,0.034339226660931595,0.10849642174111472,90.94,False,0.95
205,0.019275288937049634,0.14103873717224497,0.033648626835077494,0.10739011113714968,91.54,False,0.95
206,0.019184866590588434,0.14555417854561764,0.0400496906766063,0.10550448801527676,91.39,False,0.95
207,0.019094279032759873,0.15472391572518226,0.040530545625071496,0.11419337039065157,90.96,False,0.95
208,0.01900352983980563,0.14217121357846463,0.03073908222051194,0.1114321312843225,91.6,False,0.95
209,0.018912622594348446,0.13307851132674095,0.02429403465750635,0.10878447672495475,91.37,False,0.95
210,0.018821560885250728,0.12854678553139043,0.02203012510644606,0.10651666046971948,91.59,False,0.95
211,0.018730348307472815,0.12404521026163019,0.022608403112484604,0.10143680711332549,91.68,False,0.95
212,0.018638988461931107,0.13064472530132684,0.02361376416714241,0.10703096118492958,91.48,False,0.95
213,0.018547484955355867,0.12687892619615945,0.021951388935837098,0.10492753753295311,91.84,False,0.95
214,0.018455841400148856,0.1307241159499201,0.023391872304133497,0.1073322437512569,91.9,False,0.95
215,0.018364061414240712,0.12867512089064997,0.022243991390698485,0.1064311296511919,92.14,True,0.95
216,0.018272148620948135,0.12838300101013264,0.021326824292365428,0.10705617675159732,91.71,False,0.95
217,0.018180106648830817,0.12623455248072615,0.02166575863639004,0.10456879328713457,91.65,False,0.95
218,0.018087939131548214,0.12266956365261322,0.017857128981118783,0.10481243459587423,91.76,False,0.95
219,0.0179956497077161,0.1237048970328437,0.018991725923270624,0.104713171083703,92.02,False,0.95
220,0.017903242020762898,0.12882849618665174,0.024188085783543624,0.10464041100607978,89.88,False,0.95
221,0.017810719718785863,0.15727360393756476,0.05295425300032665,0.1043193507143575,90.01,False,0.95
222,0.017718086454407055,0.18431269039965084,0.07322602037690644,0.11108667024562502,89.53,False,0.95
223,0.017625345884629138,0.20008173298377258,0.0850984250060004,0.11498330807329243,89.36,False,0.95
224,0.017532501670691,0.18381039982932246,0.07155916254776411,0.11225123741687873,90.27,False,0.95
225,0.01743955747792325,0.17257382752548936,0.06430328775069907,0.10827053955986969,90.19,False,0.95
226,0.01734651697560346,0.17312282629502126,0.06082761842502743,0.1122952077505935,90.89,False,0.95
227,0.01725338383681135,0.15601700850022146,0.04837163889175679,0.10764536930200382,90.58,False,0.95
228,0.017160161738283778,0.16049573787002483,0.04868309502290864,0.11181264256055538,91.32,False,0.95
229,0.017066854360269567,0.14723783349379516,0.03876900934598321,0.10846882389906125,90.14,False,0.95
230,0.01697346538638423,0.155543949168462,0.049640237604482815,0.1059037112017982,90.99,False,0.95
231,0.016879998503464555,0.14340247767858016,0.03754807125307365,0.10585440669813727,91.19,False,0.95
232,0.01678645740142304,0.13748706762607282,0.034450186102085896,0.10303688157572706,91.47,False,0.95
233,0.016692845773102215,0.12711643242937887,0.026060047529590052,0.10105638467093818,90.76,False,0.95
234,0.01659916731412889,0.14093708412514794,0.03667211782935466,0.10426496688881491,91.46,False,0.95
235,0.016505425722768214,0.15291108993383554,0.04530775290117878,0.10760333758388829,90.98,False,0.95
236,0.016411624699777708,0.14795139864978626,0.042716603483367935,0.10523479575147995,90.78,False,0.95
237,0.016317767948261144,0.13948397987928146,0.0360793912381284,0.10340458829688211,90.64,False,0.95
238,0.01622385917352236,0.1444617791308297,0.040828576594049856,0.10363320286712076,91.49,False,0.95
239,0.016129902082918986,0.13205117337469363,0.02969482723965795,0.1023563464036864,91.17,False,0.95
240,0.016035900385716083,0.156771391375452,0.050023707173143826,0.10674768444309887,91.0,False,0.95
241,0.015941857792939693,0.15093204436393884,0.0417595200208772,0.10917252429530151,91.35,False,0.95
242,0.01584777801723036,0.1354960682682502,0.029606308149269376,0.10588975983043002,90.49,False,0.95
243,0.015753664772696536,0.12693542044641626,0.02559977537419042,0.10133564519958618,91.62,False,0.95
244,0.015659521774767964,0.12772318115855893,0.023593924396360915,0.10412925634628688,91.6,False,0.95
245,0.01556535274004901,0.12552761267393064,0.022009119873022676,0.10351849264568752,91.7,False,0.95
246,0.015471161386171916,0.12250049616027082,0.0205971135570803,0.10190338246588014,91.6,False,0.95
247,0.015376951431650054,0.12129901368648578,0.021177143750027713,0.10012186964989728,91.81,False,0.95
248,0.015282726595731115,0.12307839541353731,0.02092913039920167,0.10214926493473542,92.07,False,0.95
249,0.015188490598250282,0.12145035522870529,0.01927148769848431,0.10217886755609104,91.9,False,0.95
250,0.015094247159483376,0.11854179439126936,0.019076115839804213,0.09946567867683549,91.91,False,0.95
251,0.01499999999999999,0.11674371043331602,0.018965469488205437,0.0977782413809218,91.92,False,0.95
252,0.014905752840516607,0.11550131357378429,0.01923249003230634,0.0962688237046584,91.63,False,0.95
253,0.014811509401749702,0.12085019485053854,0.020539094172577318,0.10031110061030103,91.81,False,0.95
254,0.014717273404268868,0.11624667440087368,0.01942041458394856,0.09682625968359475,92.25,True,0.95
255,0.014623048568349931,0.11862745034134287,0.01943274426401362,0.09919470612309937,92.02,False,0.95
256,0.014528838613828069,0.11931397441105965,0.0198927940442585,0.09942118005238028,91.52,False,0.95
257,0.014434647259950974,0.11966841502322091,0.01960122413559156,0.10006719079409909,91.96,False,0.95
258,0.014340478225232023,0.11985055853923161,0.017933638585317466,0.1019169200116243,91.82,False,0.95
259,0.014246335227303451,0.11858759915981537,0.020183037890869584,0.0984045611614855,92.26,True,0.95
260,0.014152221982769626,0.11721311878954244,0.01744810212801537,0.09976501676898736,92.13,False,0.95
261,0.014058142207060297,0.12013941404656467,0.019219956446327586,0.10091945694552527,91.91,False,0.95
262,0.013964099614283909,0.1280599162619338,0.02803756899009339,0.10002234692756946,91.6,False,0.95
263,0.013870097917081001,0.14538840975007442,0.04237696543956796,0.1030114440836458,90.49,False,0.95
264,0.01377614082647763,0.17775146357524088,0.07171058927813911,0.10604087435282193,89.37,False,0.95
265,0.013682232051738847,0.16960083986194724,0.061337983983958885,0.10826285533670686,90.66,False,0.95
266,0.013588375300222279,0.16331398085905954,0.05608727709732504,0.10722670408013539,89.12,False,0.95
267,0.013494574277231771,0.15728502886162865,0.0515426929291879,0.10574233557423975,89.8,False,0.95
268,0.013400832685871094,0.16840768936607572,0.06123622922370067,0.10717146047669598,89.76,False,0.95
269,0.013307154226897768,0.1592109596245309,0.05083817655706189,0.10837278225355679,90.08,False,0.95
270,0.01321354259857695,0.15692080576450396,0.05275663465229619,0.10416417174104951,91.58,False,0.95
271,0.013120001496535432,0.1372194393323018,0.03731939358573057,0.0999000457744313,91.46,False,0.95
272,0.013026534613615756,0.12385007248729722,0.025154170534438174,0.0986959020424093,91.65,False,0.95
273,0.012933145639730423,0.11981216837198307,0.020191362008261375,0.09962080603736079,91.84,False,0.95
274,0.01283983826171621,0.11782600851649912,0.02086130237708298,0.09696470602200581,92.2,False,0.95
275,0.012746616163188637,0.11815909882131805,0.0208875696755882,0.09727152920941003,91.73,False,0.95
276,0.012653483024396532,0.1169496227023948,0.019934452714947745,0.09701516963223107,92.25,False,0.95
277,0.012560442522076741,0.11536114745669895,0.020393503780086707,0.0949676434835817,91.73,False,0.95
278,0.012467498329308987,0.12246641523053503,0.024355589684783522,0.09811082565122181,91.91,False,0.95
279,0.012374654115370856,0.11715799057458201,0.02108556575452288,0.09607242487179928,92.02,False,0.95
280,0.012281913545592936,0.11609015785730802,0.018809821072599698,0.09728033703743902,91.96,False,0.95
281,0.012189280281214125,0.12095960248739292,0.019512863799881857,0.10144673896014181,91.97,False,0.95
282,0.012096757979237094,0.12184391259892374,0.023304262548748754,0.09853965050389624,92.28,True,0.95
283,0.01200435029228389,0.11286114089382,0.017902187224971052,0.09495895343203829,92.12,False,0.95
284,0.011912060868451771,0.1172533716656204,0.01790750914444335,0.09934586254704712,91.82,False,0.95
285,0.011819893351169175,0.11694761543956578,0.01787947642449767,0.09906813897128798,91.93,False,0.95
286,0.011727851379051857,0.11621391588551366,0.01701270563639382,0.09920121028891996,91.85,False,0.95
287,0.011635938585759275,0.11097462112322831,0.01632824415762901,0.09464637677256878,91.83,False,0.95
288,0.011544158599851136,0.11655641633730668,0.01889916500932354,0.09765725159364888,91.99,False,0.95
289,0.011452515044644123,0.11588067437211673,0.018746244544004146,0.09713442999328303,92.11,False,0.95
290,0.011361011538068882,0.11778515742884742,0.017323353075080067,0.10046180401347642,92.06,False,0.95
